Income,Response,Age,relationship,Education_Level,members_home,AcceptedCmp,num_purchases,expenses
44124.0,0,78,in_relationship,Postgraduate,2,0,17,339
81169.0,0,49,single,Postgraduate,0,0,22,1921
36443.0,0,63,in_relationship,Graduate,3,0,11,111
26095.0,0,34,single,Graduate,1,0,5,27
71367.0,0,65,in_relationship,Graduate,1,0,17,639
80184.0,0,80,in_relationship,Postgraduate,1,1,20,1839
30630.0,0,59,single,Graduate,2,0,7,40
73454.0,0,37,single,Postgraduate,0,1,13,1406
42691.0,0,33,in_relationship,Graduate,1,0,13,245
70503.0,0,71,in_relationship,Graduate,1,0,16,1628
25545.0,1,37,in_relationship,Graduate,2,0,10,97
32880.0,0,38,in_relationship,Graduate,2,0,5,27
77863.0,0,66,in_relationship,Postgraduate,1,0,20,1238
50353.0,0,47,in_relationship,Postgraduate,1,0,15,309
61839.0,0,60,single,Graduate,0,0,17,1534
49154.0,0,64,in_relationship,Postgraduate,3,0,19,283
47682.0,0,49,single,Undergraduate,1,0,19,306
72679.0,0,55,single,Graduate,1,0,17,933
57954.0,0,47,in_relationship,Postgraduate,3,0,23,484
65316.0,0,62,in_relationship,Graduate,3,0,12,210
28567.0,0,42,single,Graduate,1,0,7,36
47352.0,0,73,in_relationship,Postgraduate,2,0,16,296
44931.0,0,57,in_relationship,Graduate,2,0,7,89
76982.0,1,57,single,Graduate,0,0,16,907
57247.0,0,72,in_relationship,Undergraduate,2,0,12,135
22944.0,0,43,single,Postgraduate,1,0,9,41
25315.0,0,47,in_relationship,Undergraduate,2,0,9,18
43638.0,0,55,single,Graduate,1,0,11,156
42710.0,0,40,single,Postgraduate,1,0,14,297
84169.0,1,42,in_relationship,Postgraduate,1,0,20,1900
54058.0,0,48,in_relationship,Graduate,2,0,20,468
24683.0,0,34,in_relationship,Undergraduate,2,0,8,22
85620.0,1,60,single,Graduate,0,0,14,1387
47850.0,0,44,in_relationship,Graduate,2,0,8,92
19514.0,1,56,in_relationship,Graduate,3,1,10,38
27159.0,0,51,in_relationship,Postgraduate,3,0,6,20
39548.0,0,61,single,Undergraduate,2,0,7,29
21474.0,1,35,single,Graduate,1,1,8,46
60504.0,0,53,single,Postgraduate,1,0,18,482
22419.0,0,61,in_relationship,Graduate,1,0,8,80
81698.0,1,75,in_relationship,Postgraduate,1,0,25,727
43462.0,0,72,in_relationship,Graduate,3,0,16,204
54880.0,0,46,single,Postgraduate,1,0,21,530
79908.0,0,42,in_relationship,Graduate,1,0,19,1447
15315.0,0,54,in_relationship,Undergraduate,1,0,8,24
87771.0,1,65,in_relationship,Graduate,2,2,20,1817
33039.0,0,46,in_relationship,Graduate,2,0,7,50
81741.0,0,44,single,Graduate,0,0,19,1342
71499.0,0,53,in_relationship,Postgraduate,2,0,26,622
62466.0,0,54,in_relationship,Undergraduate,2,0,26,517
48799.0,0,61,single,Postgraduate,1,0,15,273
52157.0,0,74,in_relationship,Postgraduate,2,0,12,220
66565.0,0,62,single,Graduate,1,0,19,918
29298.0,0,73,in_relationship,Postgraduate,3,0,4,8
47691.0,0,45,single,Graduate,1,0,4,17
38200.0,0,54,in_relationship,Graduate,3,0,4,16
44989.0,0,50,in_relationship,Graduate,2,0,16,204
38443.0,0,56,in_relationship,Postgraduate,3,0,6,37
38593.0,0,46,single,Undergraduate,1,0,11,112
64413.0,0,54,in_relationship,Postgraduate,2,0,12,249
36959.0,0,43,in_relationship,Postgraduate,2,0,7,56
61996.0,1,47,in_relationship,Postgraduate,2,2,21,1206
51287.0,0,56,in_relationship,Graduate,3,0,11,139
13260.0,0,54,in_relationship,Graduate,3,0,10,30
47472.0,0,58,in_relationship,Postgraduate,3,0,8,67
54603.0,0,68,in_relationship,Postgraduate,3,0,16,204
45207.0,0,50,in_relationship,Postgraduate,3,0,15,213
40689.0,0,73,in_relationship,Graduate,2,0,20,300
47821.0,0,57,in_relationship,Undergraduate,3,0,5,25
27450.0,0,73,in_relationship,Postgraduate,1,0,7,72
39453.0,0,41,in_relationship,Graduate,2,0,7,53
26850.0,0,53,in_relationship,Undergraduate,3,0,11,45
79800.0,1,69,single,Graduate,0,2,22,1611
61794.0,0,63,in_relationship,Postgraduate,2,0,20,499
53863.0,0,69,in_relationship,Graduate,2,0,18,433
24221.0,0,65,in_relationship,Graduate,1,0,6,26
39684.0,1,40,single,Postgraduate,1,0,7,54
92163.0,1,49,in_relationship,Postgraduate,1,1,21,1797
69882.0,0,59,single,Postgraduate,0,0,20,1054
33178.0,0,47,in_relationship,Graduate,2,0,5,20
59973.0,0,52,in_relationship,Postgraduate,1,0,15,328
17459.0,1,49,in_relationship,Postgraduate,2,0,9,26
23910.0,0,55,single,Graduate,1,0,6,46
42169.0,0,55,in_relationship,Postgraduate,3,0,6,28
26224.0,0,46,in_relationship,Undergraduate,2,0,9,26
31089.0,0,43,in_relationship,Graduate,2,0,10,65
30081.0,0,63,single,Graduate,1,0,5,38
62807.0,0,64,in_relationship,Graduate,2,0,23,689
72906.0,0,69,single,Graduate,0,0,17,951
61467.0,0,76,in_relationship,Postgraduate,3,0,20,540
49618.0,0,58,in_relationship,Postgraduate,3,0,11,109
21888.0,1,38,single,Postgraduate,1,0,12,144
42429.0,0,51,single,Graduate,1,0,7,61
26150.0,0,68,single,Graduate,3,0,5,19
30801.0,0,49,in_relationship,Undergraduate,2,0,6,17
81168.0,0,59,in_relationship,Graduate,1,1,18,1002
26877.0,0,55,single,Postgraduate,0,0,12,190
45006.0,0,80,single,Postgraduate,0,0,12,240
18978.0,0,51,in_relationship,Undergraduate,2,0,5,11
22574.0,0,57,in_relationship,Graduate,4,0,7,33
48240.0,1,55,single,Postgraduate,0,0,25,728
45837.0,0,50,in_relationship,Graduate,3,0,18,315
35791.0,0,59,single,Postgraduate,3,0,6,32
162397.0,0,48,in_relationship,Postgraduate,3,0,1,102
54162.0,0,46,single,Graduate,2,0,5,21
30522.0,0,64,in_relationship,Postgraduate,2,0,17,270
54456.0,0,63,in_relationship,Postgraduate,2,0,17,379
31632.0,0,53,single,Graduate,0,0,6,37
72298.0,0,75,single,Graduate,0,0,14,829
36975.0,0,46,single,Undergraduate,1,0,5,27
72635.0,0,69,in_relationship,Undergraduate,1,1,21,735
13624.0,0,48,in_relationship,Graduate,2,0,7,27
84196.0,0,49,single,Graduate,1,0,20,785
70971.0,1,64,in_relationship,Graduate,2,0,34,1590
34487.0,0,47,single,Postgraduate,2,0,9,70
28769.0,0,47,single,Graduate,1,0,12,175
69084.0,0,54,in_relationship,Postgraduate,2,0,25,1487
65488.0,0,66,in_relationship,Postgraduate,1,0,14,855
62466.0,0,54,in_relationship,Undergraduate,2,0,26,517
32218.0,1,64,single,Undergraduate,0,1,7,49
83917.0,1,51,single,Graduate,0,0,21,1268
46102.0,0,62,single,Graduate,3,0,4,15
84574.0,0,72,single,Graduate,0,0,32,1120
56181.0,0,62,in_relationship,Graduate,2,0,14,293
63120.0,1,74,single,Postgraduate,1,0,26,1313
73691.0,0,53,in_relationship,Graduate,2,1,18,978
63381.0,0,64,in_relationship,Graduate,2,0,26,763
76140.0,0,76,in_relationship,Postgraduate,1,0,21,1305
62859.0,0,65,single,Postgraduate,1,0,23,1254
45906.0,0,60,single,Graduate,1,1,15,335
77632.0,1,77,in_relationship,Postgraduate,1,0,13,2063
46463.0,0,53,in_relationship,Postgraduate,3,0,17,205
105471.0,1,54,in_relationship,Graduate,1,1,30,1294
55282.0,0,54,single,Postgraduate,1,0,11,204
78710.0,0,47,in_relationship,Postgraduate,2,0,28,873
66886.0,0,66,in_relationship,Graduate,2,0,17,381
98777.0,0,64,single,Postgraduate,0,0,19,1730
29103.0,0,39,in_relationship,Graduate,2,0,6,33
67445.0,0,50,in_relationship,Graduate,2,0,32,1054
50616.0,0,74,in_relationship,Postgraduate,2,0,7,57
49431.0,0,69,single,Graduate,1,0,15,322
153924.0,0,49,single,Graduate,0,0,0,3
61278.0,0,71,in_relationship,Graduate,2,0,10,142
26490.0,0,66,in_relationship,Undergraduate,1,0,11,144
73059.0,0,77,in_relationship,Postgraduate,2,0,26,942
46734.0,0,58,single,Postgraduate,3,1,12,140
56253.0,0,61,in_relationship,Graduate,2,0,22,574
19986.0,0,39,in_relationship,Graduate,2,0,4,14
58330.0,0,49,single,Graduate,1,0,24,711
25965.0,0,44,in_relationship,Undergraduate,1,0,6,15
14661.0,0,68,in_relationship,Postgraduate,1,0,5,16
18690.0,0,65,in_relationship,Graduate,1,0,5,14
45068.0,0,50,in_relationship,Postgraduate,2,0,4,17
21063.0,0,37,single,Undergraduate,1,0,7,22
29187.0,0,56,in_relationship,Postgraduate,2,0,5,32
54690.0,0,53,in_relationship,Undergraduate,3,0,12,164
59304.0,0,60,in_relationship,Postgraduate,2,0,28,907
59247.0,0,62,single,Postgraduate,2,0,21,458
66731.0,0,54,single,Graduate,1,0,17,724
77353.0,0,44,in_relationship,Graduate,2,0,20,441
52614.0,0,49,single,Postgraduate,1,0,16,931
26751.0,0,50,in_relationship,Graduate,3,0,4,7
81300.0,1,61,in_relationship,Postgraduate,2,1,21,1161
70337.0,0,45,single,Graduate,0,0,17,417
36145.0,1,39,in_relationship,Undergraduate,2,1,12,136
65295.0,0,44,single,Postgraduate,0,0,20,514
68118.0,0,61,single,Graduate,1,0,23,741
68743.0,0,57,single,Graduate,0,0,30,1650
41039.0,0,42,in_relationship,Undergraduate,1,0,15,182
38946.0,0,69,in_relationship,Graduate,2,0,12,204
65777.0,0,57,in_relationship,Graduate,1,0,17,1032
66476.0,0,48,single,Postgraduate,1,0,20,516
86857.0,1,52,single,Postgraduate,0,0,22,1839
160803.0,0,42,in_relationship,Postgraduate,1,0,44,1693
77845.0,0,35,in_relationship,Postgraduate,1,1,21,1280
69476.0,0,55,in_relationship,Postgraduate,1,0,15,905
50611.0,1,64,single,Postgraduate,1,0,22,483
61209.0,0,54,single,Graduate,0,0,13,690
42315.0,0,66,in_relationship,Postgraduate,2,0,12,162
13084.0,0,72,in_relationship,Undergraduate,1,0,5,9
47570.0,1,75,single,Postgraduate,2,0,9,88
61923.0,0,63,in_relationship,Postgraduate,3,0,8,114
34824.0,0,29,single,Graduate,0,0,4,17
26518.0,1,75,single,Postgraduate,2,0,8,49
45938.0,0,63,single,Graduate,0,0,20,462
78468.0,0,64,in_relationship,Graduate,1,1,28,844
78901.0,0,51,single,Graduate,1,0,20,641
71427.0,0,46,in_relationship,Graduate,3,0,20,512
71022.0,0,46,single,Graduate,1,1,21,1199
90247.0,1,36,single,Postgraduate,0,1,15,1568
41335.0,0,56,single,Postgraduate,1,0,12,152
71952.0,0,38,in_relationship,Graduate,2,1,22,1191
35682.0,0,54,single,Postgraduate,1,0,6,31
43185.0,0,73,single,Graduate,1,0,20,585
66375.0,0,76,in_relationship,Postgraduate,2,1,14,757
35178.0,1,53,in_relationship,Postgraduate,2,1,5,37
25252.0,0,38,in_relationship,Graduate,2,0,4,8
55250.0,0,59,single,Postgraduate,1,0,26,805
33249.0,0,49,single,Graduate,1,0,8,37
58398.0,0,71,in_relationship,Graduate,1,0,20,505
50272.0,0,42,in_relationship,Graduate,2,0,13,178
76618.0,0,49,in_relationship,Postgraduate,1,0,11,1083
87305.0,1,64,single,Undergraduate,0,0,17,871
25851.0,0,46,in_relationship,Graduate,2,0,7,31
58710.0,0,54,single,Graduate,1,0,31,889
45160.0,0,66,single,Graduate,2,0,4,15
74806.0,0,59,in_relationship,Postgraduate,2,0,16,928
59111.0,0,70,in_relationship,Graduate,1,0,21,658
18988.0,0,40,in_relationship,Postgraduate,2,0,6,12
72190.0,0,59,in_relationship,Graduate,1,0,16,1360
7500.0,1,48,in_relationship,Graduate,2,1,12,19
44794.0,0,58,in_relationship,Graduate,2,0,6,61
80395.0,0,69,in_relationship,Graduate,1,1,24,1176
75012.0,0,48,single,Postgraduate,0,0,23,654
56962.0,0,59,in_relationship,Postgraduate,4,0,21,372
89891.0,0,33,in_relationship,Graduate,1,0,26,566
35946.0,0,75,single,Postgraduate,2,0,4,11
53593.0,0,71,in_relationship,Postgraduate,3,0,23,431
66373.0,0,46,in_relationship,Graduate,3,0,23,461
45072.0,0,76,single,Postgraduate,3,0,16,245
89694.0,0,51,single,Graduate,2,1,14,1365
72025.0,1,75,in_relationship,Graduate,1,1,26,1584
67432.0,0,51,in_relationship,Graduate,2,0,19,852
70545.0,0,72,in_relationship,Postgraduate,2,0,13,240
17487.0,0,35,in_relationship,Undergraduate,2,0,4,1
62882.0,0,55,in_relationship,Graduate,2,0,20,1139
64108.0,0,71,single,Postgraduate,1,0,30,1044
34941.0,0,68,in_relationship,Postgraduate,3,0,8,66
48767.0,0,74,single,Postgraduate,3,0,9,50
38702.0,0,46,in_relationship,Undergraduate,2,0,9,48
82224.0,0,60,in_relationship,Graduate,1,1,21,693
83844.0,0,72,in_relationship,Graduate,1,0,20,1277
17003.0,0,49,in_relationship,Undergraduate,2,0,9,19
71163.0,0,29,single,Graduate,0,0,24,672
33697.0,0,54,single,Graduate,1,1,4,14
63564.0,1,70,in_relationship,Undergraduate,1,1,28,1101
83443.0,0,52,in_relationship,Postgraduate,1,0,22,1302
51518.0,0,66,in_relationship,Postgraduate,2,0,17,424
58330.0,0,49,single,Graduate,1,0,24,711
80952.0,1,55,in_relationship,Graduate,1,1,25,1645
75507.0,0,45,in_relationship,Graduate,1,0,21,1176
63855.0,0,46,in_relationship,Undergraduate,1,0,24,708
62220.0,1,52,in_relationship,Postgraduate,2,0,23,1186
58512.0,0,60,in_relationship,Graduate,2,0,20,1006
40662.0,0,45,in_relationship,Postgraduate,2,0,8,65
38829.0,0,65,in_relationship,Postgraduate,2,0,8,83
35523.0,0,43,in_relationship,Undergraduate,2,0,8,38
79146.0,0,57,single,Graduate,2,0,19,484
78285.0,0,36,in_relationship,Postgraduate,1,0,21,1145
31626.0,1,46,single,Postgraduate,1,1,6,49
75127.0,0,72,single,Graduate,0,0,19,543
48726.0,0,69,in_relationship,Graduate,2,0,12,179
74985.0,0,47,in_relationship,Graduate,1,0,17,1536
67430.0,0,37,in_relationship,Graduate,1,0,29,983
46891.0,0,59,in_relationship,Undergraduate,2,0,8,78
62058.0,0,68,in_relationship,Postgraduate,2,0,18,382
72063.0,0,45,in_relationship,Graduate,2,0,21,560
78939.0,0,73,in_relationship,Postgraduate,1,0,20,1152
42720.0,1,59,single,Graduate,2,0,25,488
33622.0,0,52,in_relationship,Graduate,3,0,9,62
6835.0,0,67,in_relationship,Postgraduate,2,0,1,121
41452.0,0,71,in_relationship,Graduate,3,0,4,16
40760.0,0,59,single,Postgraduate,1,0,8,87
74250.0,0,66,in_relationship,Postgraduate,1,0,18,1083
51124.0,0,69,single,Postgraduate,2,0,6,38
72258.0,0,53,single,Graduate,1,0,22,1044
71466.0,0,50,single,Postgraduate,0,0,19,970
36283.0,0,48,in_relationship,Graduate,3,0,6,16
20587.0,0,54,single,Graduate,1,0,5,11
30467.0,0,52,in_relationship,Graduate,2,0,4,12
31590.0,0,52,in_relationship,Graduate,2,0,5,23
20425.0,0,38,in_relationship,Undergraduate,2,0,7,21
17144.0,0,64,in_relationship,Postgraduate,3,0,12,39
42564.0,1,56,single,Postgraduate,1,1,24,558
43783.0,0,46,in_relationship,Postgraduate,2,1,22,461
40780.0,0,48,single,Graduate,1,0,17,327
62847.0,0,79,in_relationship,Postgraduate,1,0,14,1395
82017.0,1,67,in_relationship,Postgraduate,1,1,17,653
16813.0,0,74,single,Graduate,0,1,6,23
51267.0,0,46,in_relationship,Graduate,3,0,15,249
46524.0,0,63,single,Graduate,1,0,9,85
45183.0,0,62,single,Postgraduate,0,0,13,282
70421.0,0,70,in_relationship,Postgraduate,2,0,23,643
60161.0,0,59,single,Undergraduate,1,0,26,840
73926.0,0,51,in_relationship,Graduate,1,0,24,1315
19329.0,0,56,in_relationship,Graduate,2,0,10,41
61872.0,0,54,in_relationship,Postgraduate,2,0,21,494
46984.0,0,68,single,Graduate,2,0,5,30
34838.0,0,73,in_relationship,Graduate,3,0,10,80
82716.0,0,80,single,Postgraduate,0,0,28,982
48192.0,1,66,in_relationship,Graduate,1,2,25,1286
49681.0,0,48,in_relationship,Postgraduate,3,0,21,437
56850.0,0,53,in_relationship,Postgraduate,2,0,6,54
55267.0,0,67,in_relationship,Graduate,2,0,17,325
59666.0,0,52,in_relationship,Graduate,3,0,20,854
72504.0,0,52,single,Graduate,1,0,22,1100
26872.0,0,43,in_relationship,Graduate,1,0,5,21
21359.0,1,52,single,Graduate,1,0,7,31
73170.0,0,49,single,Graduate,0,0,16,614
52750.0,0,69,in_relationship,Postgraduate,2,0,27,632
91820.0,0,38,in_relationship,Postgraduate,1,0,22,1230
65968.0,0,54,in_relationship,Postgraduate,2,0,18,468
30772.0,0,48,in_relationship,Graduate,3,0,4,13
22507.0,0,70,single,Graduate,0,0,19,294
65685.0,0,52,in_relationship,Graduate,2,0,21,705
25804.0,0,46,in_relationship,Undergraduate,2,0,7,24
76412.0,1,44,single,Postgraduate,0,1,18,1697
22063.0,0,52,in_relationship,Graduate,2,0,7,30
57091.0,1,63,single,Graduate,0,1,18,533
22419.0,0,61,in_relationship,Graduate,1,0,8,80
87771.0,1,65,in_relationship,Graduate,2,2,20,1817
78353.0,0,65,single,Undergraduate,1,0,24,1350
93404.0,0,70,in_relationship,Graduate,4,0,17,1581
37859.0,0,62,single,Graduate,3,0,6,31
80995.0,0,66,single,Postgraduate,1,0,22,1297
16529.0,0,40,in_relationship,Graduate,2,0,5,8
55412.0,0,48,single,Postgraduate,2,0,6,43
48789.0,0,32,single,Graduate,0,0,18,523
56575.0,0,57,in_relationship,Postgraduate,3,0,20,516
25130.0,0,44,in_relationship,Undergraduate,2,0,7,14
35441.0,0,57,in_relationship,Graduate,3,0,6,35
71391.0,0,68,in_relationship,Graduate,2,0,28,733
49494.0,0,52,single,Postgraduate,1,0,14,297
81702.0,0,44,single,Graduate,0,0,27,1387
45889.0,0,44,single,Undergraduate,1,0,5,37
56628.0,0,47,single,Graduate,1,1,20,566
34026.0,0,74,in_relationship,Graduate,3,0,9,39
40049.0,0,50,in_relationship,Graduate,2,0,14,208
34176.0,0,36,single,Graduate,1,0,11,36
19419.0,0,43,in_relationship,Graduate,2,0,11,44
82504.0,0,64,in_relationship,Undergraduate,1,0,17,843
81205.0,1,54,in_relationship,Graduate,1,2,19,1727
61618.0,0,33,single,Undergraduate,0,0,19,1095
55284.0,0,68,single,Postgraduate,1,0,23,694
49980.0,0,61,single,Graduate,1,0,11,159
15072.0,0,44,in_relationship,Graduate,3,0,11,25
49166.0,0,50,single,Graduate,1,0,13,251
65324.0,0,70,in_relationship,Postgraduate,2,0,20,486
82347.0,0,67,in_relationship,Undergraduate,1,2,25,1455
30843.0,0,58,in_relationship,Postgraduate,3,1,6,26
46374.0,1,50,in_relationship,Postgraduate,2,1,18,429
60474.0,0,45,single,Graduate,1,0,31,767
38576.0,0,51,in_relationship,Postgraduate,2,0,5,41
55357.0,0,39,in_relationship,Graduate,3,0,22,554
37758.0,0,58,in_relationship,Graduate,3,0,6,39
85710.0,0,35,in_relationship,Undergraduate,1,0,26,970
23228.0,0,55,in_relationship,Graduate,2,0,7,33
44602.0,0,55,in_relationship,Postgraduate,3,0,17,258
7500.0,0,37,in_relationship,Graduate,1,0,4,5
38683.0,0,35,in_relationship,Undergraduate,2,0,17,150
49514.0,0,49,single,Undergraduate,1,0,13,205
57906.0,0,51,in_relationship,Postgraduate,2,0,17,373
43456.0,0,58,single,Postgraduate,1,0,17,354
19485.0,0,38,single,Postgraduate,2,0,4,10
53172.0,0,46,in_relationship,Graduate,2,0,16,273
30545.0,0,45,in_relationship,Graduate,2,0,7,31
70123.0,0,41,in_relationship,Postgraduate,1,1,17,1704
62450.0,0,65,single,Graduate,1,0,16,829
21675.0,0,48,in_relationship,Graduate,2,0,10,20
42395.0,0,43,single,Undergraduate,2,0,12,118
61346.0,0,46,in_relationship,Postgraduate,2,0,23,788
80812.0,0,71,in_relationship,Graduate,1,2,18,1291
42835.0,0,53,single,Postgraduate,2,0,23,476
39922.0,0,41,in_relationship,Graduate,2,0,9,100
86424.0,0,68,single,Postgraduate,0,0,28,1024
17117.0,0,46,in_relationship,Undergraduate,2,0,11,73
24762.0,1,52,single,Graduate,1,1,9,28
35797.0,0,49,in_relationship,Graduate,2,0,7,42
36627.0,0,49,single,Graduate,2,0,4,15
51111.0,0,43,in_relationship,Undergraduate,3,0,7,41
86857.0,1,52,single,Postgraduate,0,0,22,1839
82072.0,0,54,in_relationship,Postgraduate,1,0,19,1629
46231.0,0,71,single,Postgraduate,3,0,15,246
42243.0,0,65,in_relationship,Graduate,3,0,7,50
51195.0,0,62,in_relationship,Graduate,3,0,24,400
68092.0,0,46,single,Postgraduate,0,0,20,1119
31814.0,0,51,in_relationship,Graduate,2,1,7,58
51390.0,0,59,single,Postgraduate,2,0,18,272
76630.0,0,41,in_relationship,Graduate,1,0,25,732
26868.0,0,33,single,Undergraduate,1,0,4,1
48948.0,1,81,single,Postgraduate,0,1,24,651
55260.0,0,52,single,Postgraduate,1,0,25,886
64090.0,1,68,in_relationship,Graduate,2,0,20,535
78331.0,0,66,single,Graduate,1,0,25,1248
37087.0,0,50,in_relationship,Postgraduate,2,0,17,383
21846.0,0,38,single,Graduate,1,0,11,42
81320.0,0,66,in_relationship,Graduate,1,0,18,709
54137.0,0,54,single,Graduate,1,0,11,182
66825.0,0,57,in_relationship,Graduate,1,0,16,749
57100.0,0,51,in_relationship,Graduate,1,0,13,271
58917.0,0,55,in_relationship,Graduate,4,0,16,247
85072.0,0,47,single,Graduate,0,0,18,977
86429.0,1,63,single,Graduate,0,1,18,1365
45684.0,0,53,single,Graduate,1,0,4,11
47889.0,0,50,in_relationship,Graduate,2,0,6,58
45921.0,0,38,in_relationship,Postgraduate,1,0,10,160
78420.0,0,58,single,Postgraduate,0,0,22,1306
75114.0,0,32,in_relationship,Graduate,1,0,19,1106
52278.0,1,61,single,Postgraduate,1,0,31,1024
35641.0,1,52,in_relationship,Postgraduate,2,0,10,133
95529.0,1,30,single,Graduate,0,0,18,1689
62820.0,0,70,in_relationship,Graduate,1,0,14,724
73113.0,0,64,in_relationship,Postgraduate,1,0,15,914
84169.0,1,42,in_relationship,Postgraduate,1,0,20,1900
42607.0,0,70,single,Undergraduate,1,0,14,241
74637.0,0,70,single,Postgraduate,0,1,25,1488
46015.0,0,69,in_relationship,Postgraduate,3,2,5,40
72354.0,0,31,single,Graduate,0,0,19,814
39858.0,1,55,single,Postgraduate,1,0,7,60
34469.0,0,76,in_relationship,Postgraduate,3,0,9,45
83033.0,0,38,in_relationship,Graduate,2,1,26,1342
24401.0,0,45,in_relationship,Postgraduate,1,0,16,318
77583.0,0,46,in_relationship,Graduate,1,1,19,779
74116.0,0,42,single,Undergraduate,0,0,19,1686
74293.0,0,31,single,Graduate,0,0,16,862
68397.0,0,48,in_relationship,Postgraduate,2,0,21,1306
79632.0,0,50,in_relationship,Postgraduate,1,0,20,981
46107.0,0,35,single,Graduate,1,0,7,67
64950.0,0,73,single,Postgraduate,1,0,25,891
25443.0,0,35,in_relationship,Undergraduate,2,0,5,8
75127.0,0,72,single,Graduate,0,0,19,543
32892.0,0,53,in_relationship,Postgraduate,2,0,8,41
71796.0,0,53,in_relationship,Graduate,1,0,17,686
67536.0,0,54,in_relationship,Postgraduate,2,1,30,1700
55239.0,0,53,single,Graduate,1,0,26,626
60554.0,0,49,single,Postgraduate,1,0,23,671
64831.0,0,72,single,Undergraduate,2,0,22,815
56067.0,0,62,in_relationship,Postgraduate,2,0,20,583
82025.0,1,41,single,Graduate,0,0,12,971
94384.0,1,71,in_relationship,Graduate,1,1,18,1925
14906.0,0,38,single,Undergraduate,0,0,9,28
51563.0,0,37,in_relationship,Postgraduate,1,0,19,1214
57937.0,0,42,in_relationship,Undergraduate,2,0,20,447
68274.0,0,45,single,Graduate,2,0,13,211
39771.0,0,47,in_relationship,Graduate,2,0,6,26
67893.0,0,49,single,Undergraduate,1,0,16,881
27922.0,0,45,in_relationship,Postgraduate,2,0,6,24
52190.0,0,48,in_relationship,Postgraduate,3,1,9,59
44051.0,1,51,single,Postgraduate,2,0,12,144
42767.0,0,53,single,Postgraduate,2,0,7,69
46106.0,0,48,in_relationship,Postgraduate,3,0,5,38
16927.0,0,48,in_relationship,Postgraduate,3,0,12,45
59754.0,1,59,in_relationship,Graduate,2,0,16,186
53700.0,0,72,single,Graduate,1,0,22,501
59041.0,0,51,in_relationship,Graduate,3,0,8,86
54237.0,0,67,single,Postgraduate,1,0,16,300
70647.0,0,57,single,Graduate,1,0,26,817
52597.0,0,62,single,Postgraduate,1,0,20,529
41021.0,1,55,in_relationship,Postgraduate,2,0,7,30
40233.0,0,49,in_relationship,Postgraduate,2,0,13,130
50183.0,0,44,in_relationship,Graduate,3,0,17,193
54753.0,0,65,in_relationship,Graduate,2,0,21,531
92955.0,1,51,in_relationship,Graduate,1,1,23,1639
33471.0,0,51,in_relationship,Graduate,2,0,10,72
34596.0,1,50,in_relationship,Postgraduate,2,0,4,16
44010.0,0,44,in_relationship,Graduate,2,0,24,456
84219.0,0,36,in_relationship,Graduate,1,0,18,971
40706.0,0,56,in_relationship,Postgraduate,4,0,11,70
15716.0,0,36,in_relationship,Undergraduate,2,0,10,51
59052.0,0,65,single,Undergraduate,1,0,18,340
80573.0,0,53,in_relationship,Postgraduate,1,0,24,1397
83715.0,0,62,in_relationship,Graduate,1,0,24,733
82576.0,0,65,in_relationship,Postgraduate,1,0,19,1706
56962.0,0,59,in_relationship,Postgraduate,4,0,21,372
35704.0,0,72,in_relationship,Graduate,3,0,9,51
53103.0,0,70,in_relationship,Graduate,2,1,28,879
46779.0,0,64,single,Undergraduate,2,0,4,16
4861.0,0,59,single,Graduate,0,0,0,4
33462.0,0,45,single,Postgraduate,1,0,6,43
63693.0,0,46,single,Graduate,1,0,29,967
80763.0,1,74,in_relationship,Graduate,1,1,23,950
65352.0,0,50,in_relationship,Postgraduate,2,0,16,371
82170.0,0,46,in_relationship,Postgraduate,1,0,19,1767
75759.0,1,55,in_relationship,Graduate,1,2,26,2124
79689.0,0,48,single,Undergraduate,0,0,27,977
35340.0,0,68,single,Postgraduate,2,0,7,39
85683.0,1,70,single,Graduate,0,2,17,1624
24884.0,0,52,in_relationship,Undergraduate,2,0,4,16
42021.0,0,43,in_relationship,Postgraduate,2,1,22,534
64449.0,0,35,single,Graduate,1,0,24,563
64587.0,0,70,single,Graduate,2,0,8,82
34824.0,0,29,single,Graduate,0,0,4,17
75437.0,0,46,in_relationship,Graduate,1,1,23,1340
26091.0,0,67,in_relationship,Graduate,3,0,9,44
52845.0,0,51,in_relationship,Graduate,2,1,25,701
46086.0,0,68,single,Graduate,1,0,16,284
78028.0,1,68,single,Postgraduate,1,0,20,465
95169.0,1,37,single,Postgraduate,0,1,12,1755
56337.0,1,43,in_relationship,Undergraduate,3,2,22,509
22434.0,0,37,in_relationship,Graduate,2,0,7,27
36930.0,0,70,in_relationship,Postgraduate,2,0,16,256
36130.0,1,70,single,Graduate,1,1,21,327
65569.0,0,71,in_relationship,Postgraduate,2,0,23,731
83844.0,0,72,in_relationship,Graduate,1,0,20,1277
19514.0,0,56,in_relationship,Graduate,3,1,10,38
36736.0,0,61,single,Postgraduate,2,0,4,13
77568.0,0,45,in_relationship,Graduate,2,1,21,1626
49187.0,0,48,in_relationship,Postgraduate,2,0,8,113
30168.0,0,46,single,Graduate,1,0,18,240
34053.0,0,56,in_relationship,Postgraduate,2,0,7,84
38196.0,0,53,in_relationship,Postgraduate,3,0,9,41
59412.0,0,73,in_relationship,Postgraduate,1,0,15,322
70924.0,0,59,in_relationship,Undergraduate,1,0,20,1003
54165.0,0,55,in_relationship,Graduate,1,0,11,204
